-150 -150 0
-150 -140 0
-150 -130 0
-150 -120 0
-150 -110 0
-150 -100 0
-150 -90 0
-150 -80 0
-150 -70 0
-150 -60 0
-150 -50 0
-150 -40 0
-150 -30 0
-150 -20 0
-150 -10 0
-150 0 0
-150 10 0
-150 20 0
-150 30 0
-150 40 0
-150 50 0
-150 60 0
-150 70 0
-150 80 0
-150 90 0
-150 100 0
-150 110 0
-150 120 0
-150 130 0
-150 140 0
-150 150 0

-140 -150 0
-140 -140 0
-140 -130 0
-140 -120 0
-140 -110 0
-140 -100 0
-140 -90 0
-140 -80 0
-140 -70 0
-140 -60 0
-140 -50 0
-140 -40 0
-140 -30 0
-140 -20 0
-140 -10 0
-140 0 0
-140 10 0
-140 20 0
-140 30 0
-140 40 0
-140 50 0
-140 60 0
-140 70 0
-140 80 0
-140 90 0
-140 100 0
-140 110 0
-140 120 0
-140 130 0
-140 140 0
-140 150 0

-130 -150 0
-130 -140 0
-130 -130 0
-130 -120 0
-130 -110 0
-130 -100 0
-130 -90 0
-130 -80 0
-130 -70 0
-130 -60 0
-130 -50 0
-130 -40 0
-130 -30 0
-130 -20 0
-130 -10 0
-130 0 0
-130 10 0
-130 20 0
-130 30 0
-130 40 0
-130 50 0
-130 60 0
-130 70 0
-130 80 0
-130 90 0
-130 100 0
-130 110 0
-130 120 0
-130 130 0
-130 140 0
-130 150 0

-120 -150 0
-120 -140 0
-120 -130 0
-120 -120 0
-120 -110 0
-120 -100 0
-120 -90 0
-120 -80 0
-120 -70 0
-120 -60 0
-120 -50 0
-120 -40 0
-120 -30 0
-120 -20 0
-120 -10 0
-120 0 0
-120 10 0
-120 20 0
-120 30 0
-120 40 0
-120 50 0
-120 60 0
-120 70 0
-120 80 0
-120 90 0
-120 100 0
-120 110 0
-120 120 0
-120 130 0
-120 140 0
-120 150 0

-110 -150 0
-110 -140 0
-110 -130 0
-110 -120 0
-110 -110 0
-110 -100 0
-110 -90 0
-110 -80 0
-110 -70 0
-110 -60 0
-110 -50 0
-110 -40 0
-110 -30 0
-110 -20 0
-110 -10 0
-110 0 0
-110 10 0
-110 20 0
-110 30 0
-110 40 0
-110 50 0
-110 60 0
-110 70 0
-110 80 0
-110 90 0
-110 100 0
-110 110 0
-110 120 0
-110 130 0
-110 140 0
-110 150 0

-100 -150 0
-100 -140 0
-100 -130 0
-100 -120 0
-100 -110 0
-100 -100 0
-100 -90 0
-100 -80 0
-100 -70 0
-100 -60 0
-100 -50 0
-100 -40 0
-100 -30 0
-100 -20 0
-100 -10 0
-100 0 0
-100 10 0
-100 20 0
-100 30 0
-100 40 0
-100 50 0
-100 60 0
-100 70 0
-100 80 0
-100 90 0
-100 100 0
-100 110 0
-100 120 0
-100 130 0
-100 140 0
-100 150 0

-90 -150 0
-90 -140 0
-90 -130 0
-90 -120 0
-90 -110 0
-90 -100 0
-90 -90 0
-90 -80 0
-90 -70 0
-90 -60 0
-90 -50 0
-90 -40 0
-90 -30 0
-90 -20 0
-90 -10 0
-90 0 0
-90 10 0
-90 20 0
-90 30 0
-90 40 0
-90 50 0
-90 60 0
-90 70 0
-90 80 0
-90 90 0
-90 100 0
-90 110 0
-90 120 0
-90 130 0
-90 140 0
-90 150 0

-80 -150 0
-80 -140 0
-80 -130 0
-80 -120 0
-80 -110 0
-80 -100 0
-80 -90 0
-80 -80 0
-80 -70 0
-80 -60 0
-80 -50 0
-80 -40 0
-80 -30 0
-80 -20 0
-80 -10 0
-80 0 0
-80 10 0
-80 20 0
-80 30 0
-80 40 0
-80 50 0
-80 60 0
-80 70 0
-80 80 0
-80 90 0
-80 100 0
-80 110 0
-80 120 0
-80 130 0
-80 140 0
-80 150 0

-70 -150 0
-70 -140 0
-70 -130 0
-70 -120 0
-70 -110 0
-70 -100 0
-70 -90 0
-70 -80 0
